RefSeq-Accn	Assigned-Molecule	FR-Run	FR-Par	FR-Lez	CN-Lia	CN-Bei	FR-Cor	ES-Bar	DE-Jen	DE-Dos	JP-Tok	JP-Sap	CN-Shi	US-Wis	US-Wat	CN-Nin	US-Sok	US-Sdi	US-Nca	US-Haw	US-Col	BR-Pal	IT-Tre	California-CA	Wisconsin-WI	Hokkaido-HK	Jena-JN	Kanazawa-KZ	Montpelier-MT	Trento-TR
NW_023497100.1	na	9.68138	14.9759	11.4614	6.95783	8.92763	11.4591	12.7627	11.6841	15.7386	12.0885	13.6373	6.34485	20.1019	13.7102	6.4495	16.8188	14.35	15.4403	22.7393	17.9118	15.1556	11.453	8.83024	7.03549	16.0412	5.82601	16.3267	19.0131	18.3313
NW_023497101.1	na	33.9752	22.9579	30.8206	23.1512	30.7519	25.3522	24.907	25.516	24.7654	23.4626	28.6574	20.5302	26.6419	24.0973	19.7095	20.6384	30.8823	24.3341	31.5227	24.4081	21.7924	22.2974	10.9078	10.6969	33.4188	12.0165	31.3331	30.8079	33.3664
NW_023497103.1	na	27.0536	38.2671	30.5231	26.935	35.3143	28.3858	36.8936	33.8475	48.5614	33.4307	46.443	29.2825	52.1677	33.3355	23.1286	41.5442	36.4792	36.1658	49.9995	47.693	43.4071	33.5251	19.7908	16.1898	40.1035	21.1075	51.815	42.8054	46.3717
NW_023497105.1	na	17.632	13.3762	16.7186	11.7249	16.3844	13.3529	15.7435	13.2324	15.1345	15.9608	23.1263	11.083	18.8641	17.4605	10.0686	22.4994	20.9326	16.863	21.9495	17.3697	10.6131	12.6693	12.1515	8.14649	20.6117	10.666	31.7555	24.9748	20.643
NW_023497106.1	na	3.17081	3.56268	3.09774	2.9877	3.85343	3.40964	4.17319	3.42509	4.34987	3.0804	4.35835	3.03193	4.42923	3.10752	2.93651	4.18586	4.11488	3.11222	4.27607	4.43832	3.80765	4.08457	2.68664	1.74008	5.29145	3.71999	7.70739	8.57859	7.60319
NW_023497104.1	na	20.9955	17.4663	19.9379	16.3608	23.6178	20.7055	19.2137	17.6286	19.0134	16.4583	20.3838	15.8601	19.2595	17.603	14.1917	13.2776	26.6173	16.1333	23.2788	19.1537	19.9299	19.9025	12.008	8.11377	24.0922	8.51261	26.4024	31.7381	31.5602
NW_023497109.1	na	2.85193	4.02775	3.12507	3.29116	4.86077	3.69551	3.96305	3.11665	4.18688	3.8704	4.96658	3.27414	4.39519	2.95289	2.74836	3.58063	3.99996	3.54586	3.47625	4.1964	3.59226	4.36812	2.68556	1.97778	5.9403	2.48655	6.29715	7.73285	7.67985
NW_023497107.1	na	10.56	11.8856	9.76398	4.88076	11.7335	13.1182	9.68288	10.4449	13.3271	8.08868	7.52308	4.97457	12.1637	6.06177	6.49996	7.39064	8.83571	7.5856	8.70452	12.3759	9.45291	14.7211	7.79674	5.2537	8.83875	7.94806	9.09438	23.0685	24.3486
NW_023497108.1	na	15.2359	14.4668	17.0313	11.0296	15.1826	13.9675	13.5871	17.0708	16.8414	12.802	17.371	11.7577	15.3336	11.8361	9.57769	12.1128	24.6789	11.8519	14.593	15.9668	17.1273	13.7475	12.9106	4.9434	18.4884	11.0704	23.2956	25.4519	21.8337
NW_023497111.1	na	11.4273	14.8225	14.3799	7.82947	9.88098	12.252	12.7505	12.7619	13.312	12.5876	14.3055	6.69667	19.3646	14.1546	6.06999	15.2637	20.3369	15.9304	19.9326	18.664	16.8469	10.1407	15.1807	8.74965	16.1881	9.52606	22.6047	20.9747	15.3777
NW_023497110.1	na	18.3043	24.1972	17.303	13.513	17.1786	19.4876	24.0737	18.4392	29.6299	19.543	27.6981	13.0155	28.793	17.9429	12.7165	25.2695	24.3961	18.3855	23.5598	25.397	22.7105	25.1913	10.0642	6.50494	38.357	16.3503	38.298	32.3717	41.6383
NW_023497112.1	na	10.163	15.8367	10.8382	12.7186	17.4402	9.70748	14.8947	11.1023	17.1182	11.4475	17.8691	13.2641	12.8181	12.129	10.7918	15.7477	16.9884	8.57336	14.2247	14.3523	11.9059	14.2218	18.2406	11.2829	62.1196	53.9171	72.1509	58.6412	54.3038
NW_023497114.1	na	21.5739	21.2983	18.6672	17.4134	25.4198	22.2187	24.53	18.8991	24.2726	19.0481	23.8449	17.7932	20.1823	11.5124	18.5658	14.3308	13.6193	13.8558	12.5384	19.6152	15.3648	23.6801	15.5143	18.2825	36.7426	30.6969	59.1833	44.5906	55.6606
NW_023497113.1	na	7.55901	11.9382	8.97233	8.16689	9.56322	9.22449	10.0862	8.8827	10.9982	11.6584	13.5077	8.41418	16.8742	11.0047	7.35145	12.7861	13.0401	13.3967	13.5089	15.2339	13.2329	8.97138	9.90394	5.75727	14.7396	5.15239	19.2712	14.6647	13.1489
NW_023497116.1	na	5.04901	5.7119	5.0948	5.00353	5.95631	5.19572	5.90192	4.69272	5.84128	4.51767	6.59248	4.70002	6.24708	4.6296	4.00705	5.49316	5.8208	5.1141	5.84914	6.0659	4.40827	6.12914	2.88534	2.5879	7.41761	2.08341	5.84079	8.45078	10.8411
NW_023497115.1	na	11.6935	16.3614	13.3775	9.12065	12.3137	13.595	14.5992	12.3772	15.9189	14.3336	17.5248	8.26281	20.836	12.5638	8.01422	15.5541	17.0823	15.457	19.119	18.097	14.4971	13.407	10.7729	6.99636	19.2052	5.67239	20.6725	21.7091	21.7197
NW_023497119.1	na	14.461	15.1146	14.1608	11.1414	13.5979	16.1884	16.3271	14.8505	19.4324	13.4589	16.9502	11.7329	18.0784	12.5116	10.4198	14.9229	18.3482	13.6318	17.7108	16.5818	16.4342	17.4573	11.573	6.98621	19.695	12.1856	25.7291	30.4005	27.8111
NW_023497117.1	na	12.2282	15.5801	11.8343	10.8128	15.9508	13.6099	14.6746	12.6915	17.5959	11.5767	15.2585	11.3898	16.8057	11.8736	10.13	14.1704	13.4268	11.9983	13.6359	15.8511	14.1634	14.5234	6.9495	4.28626	16.7384	6.41846	16.4328	18.9364	22.9768
NW_023497121.1	na	8.22429	7.15848	6.07658	9.17904	12.7815	7.74652	9.33275	7.94569	9.17054	6.0067	11.832	10.9911	6.04259	6.74563	8.56405	8.31996	6.45587	4.45721	6.12627	6.30167	5.62903	10.8237	3.2589	2.40802	12.761	5.66859	13.149	14.3175	18.9765
NW_023497120.1	na	10.095	10.8021	10.2283	8.24754	11.7043	10.619	14.4923	9.43608	13.3226	10.2251	16.0036	9.6243	10.6561	9.89611	8.7869	12.255	10.7393	6.07065	12.2045	9.24913	9.88306	14.1363	7.54904	4.50904	14.337	11.7588	22.6221	20.896	20.2756
NW_023497122.1	na	15.8506	18.4288	15.8459	12.7681	15.5641	15.9507	21.4664	16.9996	21.3785	14.4684	20.5398	11.7384	20.1585	13.8526	11.1073	15.9191	15.4068	14.6584	20.8637	17.7005	15.8427	17.5132	8.8132	7.91581	22.0225	8.02596	19.0326	23.5772	28.587
NW_023497123.1	na	14.7997	19.5825	16.0419	11.8141	14.5152	17.067	20.3482	15.8166	23.0469	16.701	20.1794	10.831	24.3242	13.9039	9.9706	17.4978	18.0171	17.9866	22.0073	20.9046	18.626	18.0109	10.3192	7.05894	21.6671	9.52444	22.5822	23.4284	25.6597
NW_023497125.1	na	0.317282	0.424802	0.616315	0.666777	1.31761	0.665457	0.864336	0.502858	0.730431	0.387423	0.383575	0.483069	0.0996042	0.23274	0.583443	0.156003	0.299912	0.108839	0.318712	0.313325	0.387863	0.416117	0.456464	0.641601	0.952726	1.27595	2.99945	2.32839	1.70174
NW_023497126.1	na	5.03977	4.97614	4.82167	6.53541	8.58846	5.16502	5.6665	5.01722	5.03127	5.15398	7.88148	7.20693	6.2676	5.91874	5.78187	6.24499	5.80729	4.94591	5.64558	6.47068	5.21118	5.74917	2.84336	1.9862	6.91051	2.687	6.31701	6.88531	8.60293
NW_023497124.1	na	29.0897	26.6821	27.3431	17.8347	24.2907	22.2685	26.1343	27.1453	27.1678	31.0402	42.5419	17.1907	30.8594	26.7455	16.515	31.0138	32.5302	30.6444	28.76	28.4561	21.6244	22.156	12.6488	10.6172	43.931	12.5336	40.7722	38.839	34.7421
NW_023497128.1	na	5.67491	4.31809	4.75356	7.4637	10.4841	5.55635	6.35391	5.59093	5.62331	4.48832	7.62399	8.98188	4.01115	6.79745	7.38814	6.21877	5.03227	3.21011	3.24018	4.86871	3.8645	7.26088	1.76231	1.66504	6.46776	2.78609	4.84004	4.70667	9.67921
NW_023497129.1	na	3.00814	2.54495	3.68093	6.73965	7.28235	3.63572	6.86125	5.38819	4.08938	2.05907	5.71523	5.65391	2.9075	2.1876	6.11762	3.66257	2.52139	2.38992	3.93955	2.81517	5.00069	3.29153	8.72094	13.335	10.9118	21.3305	29.7452	15.5011	16.9361
NW_023497130.1	na	5.84801	4.1777	4.42116	7.65431	10.7061	5.29783	6.73095	5.66093	5.49276	4.31545	7.95315	8.7712	3.77407	6.74662	6.74218	6.12564	4.95555	3.32609	3.55067	4.62769	3.58304	7.63746	2.23312	1.83887	7.61118	3.55369	5.56511	5.83995	11.6395
NW_023497131.1	na	2.73773	2.26802	2.19287	1.59778	2.9159	2.27122	2.46754	1.88689	2.41462	1.79116	1.76035	1.11669	1.54167	1.40874	1.65069	1.75869	1.58218	1.30138	1.80624	1.27198	1.182	2.53783	3.32081	1.66743	0.840363	2.0501	1.87002	1.78425	2.84202
NW_023497132.1	na	9.74583	7.16111	7.28998	7.52397	10.9971	9.02014	9.57264	7.53528	8.95791	5.43181	9.62793	7.69157	4.35916	6.39282	6.42776	7.17979	5.81386	3.52957	6.94772	4.81306	4.18154	10.991	3.01831	1.38857	8.2006	4.71929	9.96319	13.0065	16.807
NW_023497133.1	na	0.0766338	0.309356	0	0.215797	0.348378	0.234603	0.583921	0.347908	0.113775	0	0.112835	0.550071	0.276916	0.112365	0.552421	0.221909	0.233192	0.0827457	0.19511	0.430654	0.565585	0.117066	0	0	0	0.253879	0.0832158	0	0.417019
NW_023496822.1	3R	58.9705	44.6095	54.4908	41.2339	57.724	46.8313	48.8744	47.3938	48.8931	43.4907	54.5561	38.9593	48.1926	47.0662	36.3306	42.2736	59.5984	44.4719	57.9	47.8401	44.8452	43.0304	29.3684	22.6182	58.8015	23.0886	68.4066	68.3984	65.4713
NW_023497134.1	na	13.5745	13.1255	15.5623	10.0883	14.3866	13.6833	13.2802	14.3304	13.9115	11.0305	13.0225	9.03836	17.504	13.5891	8.36105	11.9486	14.5118	15.5856	13.9129	16.5372	10.9911	12.2476	7.52476	6.56152	13.5845	5.38132	11.5555	17.292	17.4609
NW_023497136.1	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588235	0.299278	0.571723	0.31063	0.583075
NW_023497137.1	na	2.4749	1.52972	1.88331	2.40954	3.19089	1.66392	2.3666	2.2762	2.17023	1.32792	2.10585	2.27418	1.2265	2.09416	2.37603	1.31006	2.06376	1.03836	1.77999	1.42438	1.71642	2.00982	1.1095	0.830389	2.57582	2.00144	3.47202	3.33018	3.69037
NW_023497138.1	na	0.015897	0	0	0	0	0	0	0.172597	0	0	0.196064	0.0968963	0.0870553	0	0	0	0.0211961	0	0.0711582	0	0	0.171083	0.0749432	0.125662	0.940954	1.26874	1.0106	1.54201	0.339137
NW_023496842.1	X	38.682	36.2166	35.2249	26.3975	49.9009	38.7698	26.9838	35.7767	36.0721	36.3764	29.2494	22.5306	40.373	23.5916	33.6305	28.1812	35.812	31.9671	40.7206	38.4325	31.1182	37.9378	25.2826	17.5626	34.1359	19.1669	31.9511	47.0778	52.6888
NW_023497139.1	na	24.6118	35.2895	27.8101	23.4085	30.8641	27.0922	34.2344	29.6299	43.6968	30.6417	42.3954	22.0368	48.123	33.3498	19.8664	39.3202	35.9342	35.083	48.101	44.7444	40.0336	29.1079	19.3958	15.4405	48.4865	21.4882	59.6036	57.2966	54.8711
NW_023497140.1	na	5.38873	6.10543	5.09636	4.79622	6.77426	5.4769	6.21593	5.60183	6.38906	5.26608	7.37916	4.58112	6.97459	4.5446	4.14049	5.64708	6.89881	5.19339	6.33155	6.78482	5.9936	6.2267	3.32955	2.489	7.66093	1.90372	5.12689	7.15088	10.196
NW_023497142.1	na	7.71459	11.3153	8.85074	6.66185	8.52116	9.20324	10.6051	9.60254	12.8212	9.82372	13.4538	7.38047	14.8208	8.87722	5.88106	11.4767	10.1607	11.6582	13.9009	12.9867	11.7244	9.87725	7.54774	7.4562	13.5088	8.07442	16.9167	14.0859	12.9481
NW_023497143.1	na	13.5106	17.7373	13.2221	11.5522	14.7016	15.749	18.0257	14.2177	19.1244	15.3571	19.1391	10.1228	22.2045	13.0144	8.67818	16.9642	17.8422	14.8574	19.5234	18.7465	16.27	17.2423	13.0256	8.74984	20.6811	11.381	25.7351	26.9932	26.059
NW_023497141.1	na	68.6262	79.7396	59.4976	67.5933	97.9938	61.064	70.9608	74.3296	109.608	65.773	88.9423	72.4923	92.4334	44.0451	75.062	55.5408	47.836	52.4692	63.8914	91.693	81.7302	86.2336	49.1437	55.6819	74.456	99.7643	124.597	106.503	122.511
NW_023497145.1	na	0.0813197	0.0284619	0.057737	0.134526	0.0281134	0	0.0285781	0.0526255	0.0803903	0	0.115242	0.0526255	0.111059	0.142658	0.0674954	0.0203299	0.0290428	0.0893355	0.0267193	0.0286942	0.0846887	0.0576208	0.262082	0.0691217	0.362105	0.364893	0.383364	0.592124	0.357574
NW_023497146.1	na	12.65	15.5666	13.0891	12.3348	15.8849	13.2889	15.9498	13.7018	17.7814	13.1291	17.5129	12.5131	18.2307	12.7859	13.2607	16.9805	15.0279	13.6442	18.7502	17.0042	15.1879	15.8654	7.44115	4.17682	16.7587	6.50434	16.4784	18.017	21.8836
NW_023497147.1	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31216	0.147005	1.49546	0.647913	0.112523	0	0
NW_023497148.1	na	7.04546	11.2384	8.86481	6.58493	9.12784	8.90585	9.36258	8.42124	10.409	10.9336	12.85	7.12379	16.8651	9.77004	6.38498	11.3495	12.5452	12.7323	13.3098	14.7317	11.3539	7.7494	6.98013	5.21029	13.9628	2.76166	10.9486	13.7127	11.9592
NW_023497149.1	na	15.1931	8.13835	12.0076	16.2433	22.0943	11.1005	12.628	12.1278	10.2693	9.677	14.6659	16.5201	5.69495	11.3515	14.2535	8.59926	10.4783	5.75207	8.05156	7.43463	6.47347	12.9205	3.43374	3.31307	11.9624	6.78634	10.0066	8.06597	17.3217
NW_023497150.1	na	11.3368	15.4608	10.8272	14.4079	16.9511	10.2102	13.5105	12.7942	17.6578	12.606	19.7061	15.6311	15.2248	12.6964	12.0277	15.1952	19.5934	11.0389	13.0831	17.0348	13.1653	14.5215	9.06595	5.03956	38.4489	26.4326	54.1434	31.7326	25.0154
NW_023497151.1	na	54.3936	54.9698	44.3258	48.4723	62.5147	45.7886	62.0804	53.3032	81.5397	47.0461	74.718	57.3285	67.4233	49.7505	45.8278	59.3768	49.048	42.3426	58.8227	65.1962	55.9928	64.4584	32.6392	35.2576	62.674	64.6859	109.899	90.5477	91.2562
NW_023497152.1	na	16.7146	18.3227	17.0148	10.0203	13.379	17.6357	19.7888	15.7378	21.3056	15.1743	18.8575	8.49626	22.873	13.0332	8.94068	16.679	16.6564	17.7789	23.5357	18.5779	17.5308	17.4017	10.2867	6.60108	20.5007	7.92656	19.449	25.1316	27.5254
NW_023497153.1	na	0.621478	0.445287	0.486138	0.155369	0.578986	0.491004	0.407152	0.466448	0.464637	0.150447	0.368111	0.37971	0.905115	0.465543	0.315661	0.490381	0.441213	0.630587	0.506054	0.731187	0.913885	0.390291	0.84729	0.967919	0.7945	0.468428	0.875976	1.1866	1.73351
NW_023497086.1	na	22.2149	25.5424	20.7189	20.7784	27.0921	22.3572	27.358	22.515	31.0729	22.324	31.6787	22.505	30.2952	22.2	18.8788	26.7658	23.3209	21.6171	27.3991	28.1264	23.6489	27.0511	13.8219	9.6618	26.894	14.875	33.0521	31.8058	36.3296
NW_023497154.1	na	51.0703	60.8939	48.5876	46.0052	71.8364	48.6543	54.9531	57.0313	79.7395	47.9589	60.7306	50.5685	77.2389	33.0203	49.5073	39.1649	39.8511	46.1944	42.5814	80.7252	62.4774	64.2728	30.2289	29.6128	50.2429	46.6633	64.6947	71.0487	92.3032
NW_023497155.1	na	5.98602	6.73857	5.35447	5.00703	7.35214	7.00821	8.16912	5.63877	6.8148	5.33014	7.98067	3.55399	8.47997	6.01952	4.51511	6.28751	7.57705	6.1745	5.95516	7.45067	5.47607	7.13868	4.26032	2.41565	8.94974	3.18134	8.46572	11.3623	13.0854
NW_023497157.1	na	23.8687	17.8846	21.3486	16.4304	23.2798	18.8262	19.8867	19.6194	18.5707	18.5965	23.6072	15.8132	19.1092	17.9685	15.2698	13.5007	23.8106	18.2349	24.0807	18.8643	20.4132	18.1077	10.7496	9.05161	24.7406	6.84091	25.4828	24.1826	27.1528
NW_023497156.1	na	21.7551	16.5698	21.4777	19.2441	26.6383	19.8848	19.7783	19.6242	18.1198	19.1973	23.4172	18.0648	23.7724	20.9146	16.7365	18.5455	29.8759	20.7697	30.4056	24.2389	24.7902	18.4436	12.2271	9.73953	26.2992	7.40308	28.5757	28.7305	29.5782
NW_023497158.1	na	1.51596	3.38276	2.21493	1.25247	2.01463	2.49875	2.49221	2.15848	2.2598	3.00115	3.66698	1.08265	5.11095	3.04297	1.67202	4.16831	4.47116	3.70107	2.99719	4.94879	3.56753	1.98359	2.67008	1.46522	5.1171	1.25005	4.59409	3.99231	4.40627
NW_023497159.1	na	3.81677	3.16397	3.73182	2.21939	4.57047	3.47404	2.66843	3.63967	3.51511	2.16869	1.82226	1.65727	3.20121	1.93941	2.3354	2.14605	3.26582	2.53929	4.17239	3.87851	3.44445	3.39796	2.68316	2.38629	3.35147	2.27003	3.29617	5.75778	6.47647
NW_023497161.1	na	12.7327	17.7632	13.9081	9.87672	13.7779	14.6706	16.2701	13.9347	18.397	13.8569	18.8313	8.83987	22.5998	11.858	9.01664	15.7102	16.9023	16.9334	19.7318	18.6373	15.0454	15.3038	11.3975	5.61277	20.9349	9.19425	22.0912	23.3894	25.9186
NW_023497162.1	na	10.7044	9.57868	10.5908	8.50572	11.8154	10.5727	10.5283	9.92089	9.79945	8.79465	11.7783	8.54433	9.98371	9.36443	7.27222	9.62748	13.067	9.18728	12.9103	11.4244	10.1049	10.0363	6.75755	5.02712	13.7592	4.46214	10.5202	10.4383	17.4024
NW_023497163.1	na	13.7233	9.59582	12.7697	9.99127	14.1502	10.5923	10.4364	10.6984	11.5136	9.51739	12.2096	9.224	11.0438	11.3888	8.44745	9.29853	15.0795	10.751	13.0922	11.3556	9.82718	9.10603	7.15672	4.09705	15.0193	8.21218	20.0318	17.0011	15.5584
NW_023497164.1	na	3.08341	18.388	5.04805	8.24841	4.40073	3.55576	6.25385	6.74887	18.582	9.63645	20.7643	10.6364	5.82684	4.28468	9.22484	7.37443	7.8495	3.34905	4.3291	7.47507	5.17407	10.524	19.7335	29.1976	65.7951	96.1505	121.975	65.3273	24.0281
NC_050699.1	4	77.9292	60.5228	70.2356	58.4594	76.825	60.9321	68.2547	66.3859	72.3375	57.5307	73.8841	55.6253	67.3208	61.3062	50.5908	57.4603	78.3682	58.088	76.6802	68.5751	63.6124	61.8311	34.7823	27.2786	70.1089	28.0446	60.7924	52.8716	80.3227
NW_023497165.1	na	2.17654	2.71553	2.47785	2.33977	3.09169	2.30389	3.0887	2.29601	2.9428	2.35154	3.07499	1.9166	2.7306	2.45495	2.07852	2.83663	2.30194	1.99828	2.79948	2.61841	2.24148	2.90297	1.23116	1.04783	3.59556	1.22107	2.98538	4.39426	5.36489
NW_023497166.1	na	7.28534	7.26544	5.90626	5.89759	7.28648	5.70575	7.23634	6.5686	8.73238	6.62616	10.1793	5.78658	7.48857	6.966	5.31316	8.21243	7.4165	4.99911	7.14354	6.75064	7.11023	7.79153	6.28376	2.27866	10.9466	5.68412	15.8682	13.9667	13.6827
NW_023496987.1	na	41.231	40.8177	37.547	35.4597	47.6438	39.6148	44.2798	38.7854	45.7501	37.0995	50.4643	36.1155	44.6616	35.8945	30.9948	39.942	43.5462	34.9804	44.2847	42.5362	35.6907	44.3169	25.1489	17.5269	49.3267	24.2595	54.3266	55.109	64.3354
NW_023497168.1	na	9.40014	12.8246	10.4525	5.9977	8.14045	11.3922	12.6301	9.69259	13.0743	10.8985	12.0113	4.94933	16.7063	9.46922	5.68433	12.3926	12.4927	12.9097	16.297	15.1387	12.0762	10.6633	9.30701	6.30803	14.1534	4.76126	14.5758	15.4177	17.1218
NW_023496810.1	3L	77.6681	54.5767	72.55	51.699	71.9323	58.0284	60.4588	59.6298	58.9353	53.8595	65.9627	47.4815	59.6538	60.0528	45.4096	51.2516	73.48	57.5202	73.2839	59.1851	56.0804	50.6479	36.7159	29.6294	69.101	28.9992	84.0142	80.4366	73.6155
NW_023497170.1	na	13.1417	14.949	11.9838	12.8314	17.833	14.5828	16.4624	14.4324	17.0917	13.353	18.4092	13.553	17.3461	12.6296	12.8799	15.4072	16.539	13.3863	17.0654	16.124	14.1042	17.2301	7.37873	5.44339	18.4771	6.36323	14.4739	19.798	23.0733
NW_023497169.1	na	5.9991	9.67601	7.11042	6.53051	8.55238	7.50151	8.09378	7.67336	9.33056	8.75512	11.2178	6.61466	13.8491	8.47841	5.72433	10.2405	10.1758	10.6986	11.3327	12.4069	10.7605	7.4296	5.61537	2.98041	14.3188	3.80864	12.6484	11.6356	12.4322
NW_023497172.1	na	8.15403	9.71852	7.4373	7.28806	10.2304	9.2133	8.94739	8.66944	11.0704	7.32278	10.5851	7.00568	10.3599	7.77484	6.78092	9.12665	7.41927	7.65047	9.36201	9.61611	7.8092	9.34765	4.48334	3.54946	10.6991	4.37856	10.1869	12.7807	15.8905
NW_023497174.1	na	5.22931	7.91263	6.82443	4.64534	6.04727	7.25425	8.30447	6.4572	7.57792	6.51834	7.5487	4.27402	11.1728	9.06862	4.43785	11.8582	9.7336	8.1809	12.5984	11.3845	9.6961	7.51532	7.65692	5.1474	8.44835	3.74838	7.57694	10.0589	10.928
NW_023497173.1	na	4.7328	8.46023	6.58819	4.45299	6.3943	6.45276	6.43522	5.9422	7.78411	8.4443	9.02331	4.73379	13.1259	7.70641	4.4684	7.98649	8.96259	9.68094	10.1823	11.3629	9.04249	5.94302	5.68599	4.08478	10.6339	2.92056	9.42417	8.53583	7.97397
NW_023497176.1	na	0.494029	0.44785	0.684713	0.0995223	0.446656	0.689092	0.592755	0.297771	0.847134	0	0.0927548	0.185111	0.38535	0.188296	0.316879	0.297373	0.198646	0.0987261	0.0987261	0.0800159	0	0.479697	0.0632962	0.11465	0	0.369427	0.542197	1.08639	0.935908
NW_023497177.1	na	14.0528	18.2877	14.1651	11.8664	14.8967	14.5537	18.7243	15.3302	21.03	16.2978	19.999	10.7247	23.5337	14.0272	11.2085	18.1837	17.9222	17.0867	22.6553	20.0397	17.3547	16.3831	11.0602	7.41046	20.9367	7.93806	22.1245	22.2378	23.7049
NW_023497175.1	na	20.9667	23.4077	21.2745	19.2957	25.6322	22.2164	26.1435	20.2986	26.7342	21.3084	28.5842	18.661	28.6109	19.8143	17.1253	23.3225	23.565	21.3366	25.7231	26.9788	21.2794	24.4895	13.9227	11.5732	28.377	10.9745	25.1748	24.9915	35.7027
NW_023497178.1	na	16.2854	19.8685	15.6908	14.6901	18.2506	17.327	19.6715	17.3718	24.416	16.6579	22.563	14.2465	23.3355	14.9846	12.6252	19.3126	18.148	18.112	21.4514	21.087	18.8958	20.9802	10.759	6.75398	21.9037	9.25576	22.5507	22.0926	27.6378
NW_023497180.1	na	23.3025	38.2717	17.7467	27.8024	13.4474	17.352	26.188	22.5332	63.1027	27.1462	54.1469	32.5083	28.152	17.8966	27.1275	26.2197	26.3888	15.6671	20.0356	32.0481	24.2724	37.5143	37.4919	71.9023	114.269	248.286	200.177	155.539	117.09
NW_023497181.1	na	25.3961	16.2165	22.6803	14.8378	20.9318	18.0107	17.2085	17.2475	15.2111	15.9059	17.7921	14.1064	19.3884	17.9569	13.5816	14.5425	20.0164	17.3703	20.8453	17.4101	15.8875	14.5016	9.08814	8.31669	22.074	7.17171	18.097	25.6552	21.5477
NW_023497182.1	na	15.8786	18.3632	14.2369	12.3387	12.8399	17.4971	17.889	16.5477	23.7416	12.4862	20.8704	13.3688	17.4289	12.6088	13.5831	14.4235	11.4685	13.0718	14.6283	15.1675	16.8004	19.4383	11.4965	10.0739	10.2274	20.2937	26.1061	30.641	15.2812
NW_023496978.1	na	26.6809	28.3269	25.5244	24.2069	33.3079	27.3985	30.7727	26.486	31.6689	25.9234	34.6495	24.9783	32.0945	25.3063	22.003	28.3969	29.1762	24.9349	31.2915	29.9803	24.703	30.2173	16.9777	11.8302	34.3044	14.613	34.7403	36.353	43.8445
NW_023497183.1	na	16.6932	17.2673	15.1871	11.1421	14.3125	19.7052	20.3467	14.7249	20.3651	11.97	14.4321	11.3663	13.3368	8.40153	10.5933	10.3983	9.5671	9.20093	9.0651	12.0471	8.83094	19.2799	7.3313	6.06232	15.9794	16.8568	24.5901	26.0952	42.8259
NW_023497184.1	na	12.8093	6.5823	9.10597	10.6297	16.8685	8.55587	10.369	9.82622	8.99376	6.32265	10.7879	11.4076	4.13193	8.08743	10.0545	7.25646	7.3703	3.72809	6.43859	5.52994	4.8924	10.6169	2.7872	2.25407	9.67811	4.69966	7.64355	11.1505	18.3348
NW_023496935.1	na	32.2487	36.34	29.836	30.6368	40.5645	33.622	39.2258	32.6623	41.6676	31.6509	45.3279	32.025	40.6343	30.5174	28.3696	36.5409	35.1342	30.2478	39.8374	37.5371	30.7632	39.835	20.942	15.1283	41.4741	20.7648	44.6534	45.734	55.4674
NW_023497186.1	na	12.9187	14.4369	11.954	13.2696	16.6709	13.8105	16.9926	13.53	16.6099	12.4244	19.4554	13.9174	15.6338	13.3471	13.0049	14.2961	12.0492	11.4076	10.4839	14.0275	13.4461	17.0376	5.08254	4.84378	14.8252	4.1838	10.866	9.63057	18.9143
NW_023497185.1	na	22.8021	26.1892	20.1101	23.4372	30.4513	21.9543	29.8093	23.2349	35.2191	19.8224	32.8799	26.0331	28.3734	21.5258	22.1402	25.2893	22.2104	16.2593	23.4139	26.7125	23.0492	30.3021	13.5945	12.2714	31.5426	19.7992	35.2273	34.1151	49.0338
NW_023497187.1	na	13.4579	12.4086	13.7894	11.0585	15.1322	11.5312	12.9972	12.4276	14.0595	11.0926	15.0873	11.2583	16.0507	12.9958	9.48724	12.0273	18.8386	12.6156	16.2247	16.0818	13.8867	12.1362	8.88939	6.99606	20.4166	7.45711	15.3464	14.082	22.2401
NW_023497189.1	na	5.0585	4.44223	4.74409	4.38461	5.84184	5.22779	5.61173	4.43722	5.33988	4.67012	6.53724	3.84969	5.2834	4.61348	4.06505	5.33292	4.77412	4.00191	6.07629	4.25436	4.22769	5.34154	2.83271	2.28309	7.18023	2.97137	8.25596	8.62865	9.7865
NW_023497191.1	na	4.22224	5.44851	4.13892	4.00558	5.9252	4.72851	5.10361	4.20892	5.87099	4.41954	5.56249	4.75546	5.56234	4.11863	4.3847	6.07945	5.4389	4.08518	4.92582	5.663	4.26452	5.60043	4.56698	1.68406	10.7936	4.5326	12.589	11.6342	11.4502
NW_023497190.1	na	5.33351	10.9889	7.75551	6.46064	8.02383	7.97117	8.8148	7.99669	10.437	10.6055	12.4397	7.07626	17.415	9.12372	6.32572	11.1707	12.6343	12.9964	11.9621	15.145	12.8795	7.76585	8.16956	7.71322	13.207	5.98025	15.3875	11.6738	9.93464
